m,effs
3360.0,0.8293798948382718
3365.0,0.8295082894798891
3370.0,0.8296364897929678
3375.0,0.8297644963542448
3380.0,0.8298923097379074
3385.0,0.8300199305156104
3390.0,0.8301473592564914
3395.0,0.8302745965271834
3400.0,0.8304016428918306
3405.0,0.8305284989121033
3410.0,0.8306551651472107
3415.0,0.8307816421539189
3420.0,0.8309079304865601
3425.0,0.8310340306970496
3430.0,0.8311599433349
3435.0,0.8312856689472343
3440.0,0.8314112080787992
3445.0,0.8315365612719803
3450.0,0.831661729066814
3455.0,0.8317867120010027
3460.0,0.8319115106099257
3465.0,0.8320361254266562
3470.0,0.8321605569819708
3475.0,0.8322848058043646
3480.0,0.8324088724200642
3485.0,0.8325327573530403
3490.0,0.8326564611250205
3495.0,0.832779984255501
3500.0,0.8329033272617616
3505.0,0.8330264906588765
3510.0,0.8331494749597272
3515.0,0.8332722806750157
3520.0,0.8333949083132746
3525.0,0.8335173583808815
3530.0,0.8336396313820709
3535.0,0.8337617278189451
3540.0,0.8338836481914873
3545.0,0.8340053929975717
3550.0,0.8341269627329781
3555.0,0.834248357891402
3560.0,0.834369578964465
3565.0,0.8344906264417289
3570.0,0.8346115008107051
3575.0,0.8347322025568671
3580.0,0.8348527321636627
3585.0,0.8349730901125216
3590.0,0.8350932768828714
3595.0,0.8352132929521452
3600.0,0.835333138795793
3605.0,0.8354528148872951
3610.0,0.8355723216981699
3615.0,0.8356916596979858
3620.0,0.8358108293543731
3625.0,0.8359298311330328
3630.0,0.8360486654977484
3635.0,0.8361673329103949
3640.0,0.8362858338309516
3645.0,0.8364041687175106
3650.0,0.836522338026287
3655.0,0.8366403422116306
3660.0,0.8367581817260339
3665.0,0.8368758570201447
3670.0,0.8369933685427737
3675.0,0.8371107167409066
3680.0,0.8372279020597113
3685.0,0.83734492494255
3690.0,0.837461785830989
3695.0,0.8375784851648063
3700.0,0.8376950233820031
3705.0,0.8378114009188127
3710.0,0.8379276182097093
3715.0,0.8380436756874192
3720.0,0.8381595737829275
3725.0,0.8382753129254903
3730.0,0.8383908935426416
3735.0,0.838506316060204
3740.0,0.8386215809022968
3745.0,0.8387366884913452
3750.0,0.83885163924809
3755.0,0.8389664335915961
3760.0,0.8390810719392605
3765.0,0.8391955547068228
3770.0,0.8393098823083722
3775.0,0.8394240551563574
3780.0,0.8395380736615952
3785.0,0.8396519382332785
3790.0,0.8397656492789842
3795.0,0.8398792072046839
3800.0,0.8399926124147501
3805.0,0.8401058653119655
3810.0,0.840218966297531
3815.0,0.8403319157710745
3820.0,0.8404447141306584
3825.0,0.8405573617727882
3830.0,0.84066985909242
3835.0,0.8407822064829698
3840.0,0.84089440433632
3845.0,0.8410064530428278
3850.0,0.8411183529913338
3855.0,0.8412301045691692
3860.0,0.841341708162163
3865.0,0.8414531641546517
3870.0,0.8415644729294836
3875.0,0.841675634868031
3880.0,0.8417866503501927
3885.0,0.8418975197544061
3890.0,0.8420082434576521
3895.0,0.8421188218354629
3900.0,0.842229255261929
3905.0,0.8423395441097088
3910.0,0.8424496887500323
3915.0,0.8425596895527119
3920.0,0.8426695468861469
3925.0,0.8427792611173324
3930.0,0.8428888326118655
3935.0,0.8429982617339524
3940.0,0.8431075488464166
3945.0,0.8432166943107036
3950.0,0.8433256984868898
3955.0,0.8434345617336891
3960.0,0.8435432844084589
3965.0,0.8436518668672073
3970.0,0.8437603094646011
3975.0,0.8438686125539698
3980.0,0.8439767764873145
3985.0,0.8440848016153146
